iter	Passed	Remaining
3281	8225	546
3282	8229	543
3283	8231	541
3284	8234	538
3285	8236	536
3286	8239	533
3287	8241	531
3288	8244	528
3289	8247	526
3290	8249	523
3291	8251	521
3292	8254	518
3293	8257	516
3294	8259	513
3295	8262	511
3296	8264	508
3297	8267	506
3298	8269	503
3299	8272	501
3300	8274	498
3301	8277	496
3302	8279	493
3303	8282	491
3304	8284	488
3305	8286	486
3306	8289	483
3307	8291	481
3308	8294	478
3309	8296	476
3310	8299	473
3311	8302	471
3312	8305	468
3313	8307	466
3314	8309	463
3315	8312	461
3316	8315	458
3317	8317	456
3318	8319	453
3319	8322	451
3320	8325	448
3321	8327	446
3322	8330	443
3323	8332	441
3324	8335	438
3325	8338	436
3326	8340	433
3327	8343	431
3328	8345	428
3329	8347	426
3330	8350	423
3331	8352	421
3332	8354	418
3333	8356	416
3334	8359	413
3335	8362	411
3336	8364	408
3337	8366	406
3338	8369	403
3339	8372	401
3340	8375	398
3341	8377	396
3342	8380	393
3343	8382	391
3344	8385	388
3345	8388	386
3346	8390	383
3347	8393	381
3348	8395	378
3349	8398	376
3350	8400	373
3351	8402	370
3352	8405	368
3353	8407	365
3354	8410	363
3355	8412	360
3356	8415	358
3357	8417	355
3358	8419	353
3359	8422	350
3360	8425	348
3361	8427	345
3362	8429	343
3363	8432	340
3364	8434	338
3365	8437	335
3366	8439	333
3367	8442	330
3368	8444	328
3369	8447	325
3370	8449	323
3371	8452	320
3372	8455	318
3373	8457	315
3374	8460	313
3375	8463	310
3376	8465	308
3377	8467	305
3378	8470	303
3379	8473	300
3380	8475	298
3381	8478	295
3382	8480	293
3383	8483	290
3384	8485	288
3385	8488	285
3386	8491	283
3387	8494	280
3388	8496	278
3389	8498	275
3390	8501	273
3391	8504	270
3392	8506	268
3393	8509	265
3394	8511	263
3395	8514	260
3396	8516	258
3397	8519	255
3398	8521	253
3399	8523	250
3400	8526	248
3401	8529	245
3402	8531	243
3403	8534	240
3404	8536	238
3405	8539	235
3406	8541	233
3407	8543	230
3408	8546	228
3409	8548	225
3410	8551	223
3411	8553	220
3412	8556	218
3413	8558	215
3414	8561	213
3415	8563	210
3416	8566	208
3417	8569	205
3418	8571	203
3419	8573	200
3420	8576	198
3421	8578	195
3422	8581	193
3423	8583	190
3424	8585	188
3425	8588	185
3426	8591	183
3427	8593	180
3428	8596	177
3429	8598	175
3430	8600	172
3431	8602	170
3432	8605	167
3433	8607	165
3434	8610	162
3435	8612	160
3436	8615	157
3437	8617	155
3438	8619	152
3439	8622	150
3440	8624	147
3441	8626	145
3442	8629	142
3443	8631	140
3444	8634	137
3445	8636	135
3446	8638	132
3447	8641	130
3448	8643	127
3449	8646	125
3450	8649	122
3451	8652	120
3452	8654	117
3453	8657	115
3454	8659	112
3455	8662	110
3456	8664	107
3457	8667	105
3458	8669	102
3459	8671	100
3460	8674	97
3461	8676	95
3462	8679	92
3463	8681	90
3464	8683	87
3465	8686	85
3466	8688	82
3467	8691	80
3468	8694	77
3469	8697	75
3470	8699	72
3471	8702	70
3472	8705	67
3473	8707	65
3474	8709	62
3475	8712	60
3476	8715	57
3477	8717	55
3478	8720	52
3479	8722	50
3480	8725	47
3481	8728	45
3482	8730	42
3483	8733	40
3484	8735	37
3485	8738	35
3486	8740	32
3487	8742	30
3488	8745	27
3489	8748	25
3490	8750	22
3491	8753	20
3492	8755	17
3493	8757	15
3494	8760	12
3495	8764	10
3496	8766	7
3497	8768	5
3498	8771	2
3499	8774	0
